1515	"N M :Tourkevitch;ijcn,20,1446-1449;1964"
1517m	"Y :Oohashi;clet,14,267-272;1981"
1517n	"Y :Oohashi;clet,14,267-272;1981"
1518m	"J E :Fitzgerald;jnci,67,1105-1115;1981/pers.comm."
1518n	"J E :Fitzgerald;jnci,67,1105-1115;1981/pers.comm."
1519m	"M :Ketkar;txcy,24,345-350;1982"
1519n	"M :Ketkar;txcy,24,345-350;1982"
151a	"J R P :Cabral;natu,269,510-511;1977"
1520	"J :Cabral;txcy,24,169-173;1982"
1521	"R P :Bird;jtxe,10,897-905;1982"
1522	"L :Griciute;clet,13,345-351;1981"
1524	"M B :Ketkar;clet,16,203-206;1982"
1525	"G B :Maru;clet,17,75-80;1982"
1526	"S :Takayama;gann,73,365-371;1982"
1527	"J J-P :Drake;fctx,20,15-23;1982"
1528	"T :Shirai;fctx,20,861-865;1982"
1529	"S :Fukushima;clet,14,115-123;1981"
1530	"B :Toth;acnr,2,71-74;1982/1979"
1531	"B :Toth;onco,39,104-108;1982"
1533m	"M :Arai;clet,17,281-287;1983"
1533n	"M :Arai;clet,17,281-287;1983"
1536m	"R T :Drew;txap,68,120-130;1983/Haseman pers.comm."
1536n	"R T :Drew;txap,68,120-130;1983/Haseman pers.comm."
1536o	"R T :Drew;txap,68,120-130;1983/Haseman pers.comm."
1536r	"R T :Drew;txap,68,120-130;1983/Haseman pers.comm."
1537	"S :Fukushima;gann,74,8-20;1983"
1538	"M :Habs;zkko,105,191-193;1983"
1539	"S S :Hecht;clet,20,333-340;1983"
1539m	"S S :Hecht;clet,20,333-340;1983"
1539n	"S S :Hecht;clet,20,333-340;1983"
1540	"I :Hirono;clet,18,29-34;1983"
1541	"M B :Ketkar;clet,21,219-224;1983"
1542	"K :Imaida;txlt,16,259-269;1983"
1543	"M B :Ketkar;clet,17,333-338;1983/pers.comm."
1544	"M B :Kroeger-Koepke;carc,4,157-160;1983"
1545	"H :Kumagai;jnci,71,1295-1297;1983"
1546	"W :Lijinsky;txap,68,43-53;1983/pers.comm."
1547	"A :Maekawa;zkko,106,12-16;1983"
1549	"T :Ogiu;gann,74,342-350;1983"
1550	"Y :Kurokawa;jnci,71,965-972;1983"
1551	"W :Lijinsky;clet,19,207-213;1983"
1552	"M M :Menon;zkko,105,258-261;1983"
1553	"P M :Pour;carc,4,49-55;1983"
1554	"R :Preussmann;carc,4,755-757;1983"
1556	"L :Rossi;canr,43,776-781;1983"
1557m	"D :Steinhoff;txap,69,161-169;1983"
1557n	"D :Steinhoff;txap,69,161-169;1983"
1557o	"D :Steinhoff;txap,69,161-169;1983"
1558m	"G H :Wheldon;ijvn,53,287-296;1983"
1558n	"G H :Wheldon;ijvn,53,287-296;1983"
155m	"G :Della Porta;fctx,6,707-715;1968"
155n	"G :Della Porta;fctx,6,707-715;1968"
156	"S V :Bhide;ijcn,18,530-535;1976"
1561	"W :Lijinsky;fctx,21,601-605;1983"
1563m	"N A :Littlefield;jtxe,12,671-685;1983/1984/Nelson pers.comm."
1563n	"N A :Littlefield;jtxe,12,671-685;1983/1984/Nelson pers.comm."
1564	"R M :Hicks;bjca,46,646-661;1982"
1566a	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566b	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566c	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566m	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566n	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566o	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1566r	"K L :Pavkov;ciit,,;1981/Kerns 1983"
1567	"G :Della Porta;zkko,106,97-101;1983"
1568	"N :Ito;jnci,70,343-352;1983"
157	"L :Severi;jnci,41,331-349;1968"
1570	"W :Lijinsky;carc,4,1165-1167;1983"
1571	"C :Tsung-Hsien;jnci,70,1067-1069;1983"
1572	"W :Lijinsky;jtxe,12,653-657;1983"
1574	"G :Murasaki;carc,4,97-99;1983"
1575	"M :Arai;clet,18,261-269;1983"
1577m	"G :Schieferstein;nctr,,;1982/Nelson 1982"
1577n	"G :Schieferstein;nctr,,;1982/Nelson 1982"
1577o	"G :Schieferstein;nctr,,;1982/Nelson 1982"
1577r	"G :Schieferstein;nctr,,;1982/Nelson 1982"
1578	"E J :Gralla;ctfr,,;1983/Gibson 1983"
1579	"A :Flaks;carc,4,363-368;1983"
158	"B :Toth;jnci,42,469-475;1969a/1966a"
1581	"E W :Boberg;canr,43,5163-5173;1983"
1581m	"E W :Boberg;canr,43,5163-5173;1983"
1581n	"E W :Boberg;canr,43,5163-5173;1983"
1582	"E C :Miller;canr,43,1124-1134;1983"
1582m	"E C :Miller;canr,43,1124-1134;1983"
1582n	"E C :Miller;canr,43,1124-1134;1983"
1584	"B :Toth;acnr,1,255-258;1981/1982a"
159	"J R M :Innes;ntis,1968/1969"
16	"P M :Newberne;livt,15,962-969;1966"
160	"H :Shimizu;jnci,52,903-906;1974"
1600	"J D :Burek;faat,4,30-47;1984/pers.comm."
1601	"H A :Dunsford;jnci,73,151-160;1984"
1602	"J E :Fitzgerald;faat,4,178-190;1984"
1603	"C M :Goodall;carc,5,537-540;1984"
1604	"M :Habs;clet,23,103-108;1984"
1605	"E :Schaeffer;txap,75,278-288;1984"
1606m	"N :Ito;zkko,108,169-173;1984/Shibata 1993"
1607	"T A :Lawson;jnci,73,515-519;1984"
1608	"W :Lijinsky;carc,5,875-878;1984"
1609	"W :Lijinsky;clet,22,83-88;1984"
1610	"W :Lijinsky;fctx,22,23-26;1984/pers.comm."
1611	"W :Lijinsky;canr,44,447-449;1984"
1611m	"W :Lijinsky;canr,44,447-449;1984"
1611n	"W :Lijinsky;canr,44,447-449;1984"
1612	"W :Lijinsky;carc,5,167-170;1984"
1613	"W :Lijinsky;clet,22,281-288;1984"
1614	"A :Maekawa;gann,75,117-125;1984"
1615	"U :Mohr;fctx,22,377-382;1984"
1616	"H :Ohgaki;carc,5,815-819;1984"
1617	"H :Ohgaki;carc,5,921-924;1984"
1618	"M :Ohshima;jnci,72,759-768;1984"
1619	"S :Takayama;gann,75,207-213;1984"
1619m	"S :Takayama;gann,75,207-213;1984/Masuda;expl,26,123-129;1984"
1620m	"M :Takeuchi;zkko,107,32-37;1984"
1620n	"M :Takeuchi;zkko,107,32-37;1984"
1622	"C Y :Wang;clet,21,303-308;1984"
1623	"E :Longstaff;txap,72,15-31;1984/pers.comm."
1624	"D W :Lynch;txap,76,69-84;1984"
1625	"N :Ito;gann,75,853-865;1984"
1626	"K :Fukuda;indh,21,243-254;1983"
1627	"H W :Kiaer;apms,83,550-558;1975"
1628	"M :Enomoto;jjem,44,37-54;1974"
162a	"R S :Yamamoto;ijcn,2,337-343;1967"
1630	"B :Jemec;canc,40,2188-2202;1977"
1631	"A G :Ebert;txlt,3,65-70;1979"
1632	"G N :Schrauzer;jsac,40,240-246;1979"
1634	"G :Eisenbrand;iarc,,657-663;1980"
1635	"J H :Weikel;jcph,19,591-604;1979"
1635m	"J H :Weikel;jcph,19,591-604;1979/pers.comm."
1636	"L :Griciute;iarc,,813-822;1980"
1637	"A M :Tacchi;clet,22,89-94;1984"
1638	"G :Della Porta;zkko,108,308-311;1984"
1639	"W :Lijinsky;zkko,107,178-182;1984"
1640	"M S :Rao;canr,44,1072-1076;1984"
1641	"W :Lijinsky;clet,24,273-280;1984/1985a"
1642	"D G :Keyes;jctx,7,77-98;1980"
1643	"Y :Ikeda;txcy,2,275-284;1974"
1644	"W :Lijinsky;fctx,22,27-30;1984"
1644m	"W :Lijinsky;fctx,22,27-30;1984"
1645	"W :Lijinsky;jtxe,13,609-614;1984"
1645m	"W :Lijinsky;jtxe,13,609-614;1984/1983a"
1646	"K :Hiraga;fctx,22,865-870;1984"
1647	"A :Hagiwara;fctx,22,809-814;1984"
1648	"G S :Stoewsand;jtxe,14,105-114;1984"
1649m	"M T :Case;txap,73,232-242;1984"
1649n	"M T :Case;txap,73,232-242;1984"
1650m	"C M :Parker;jtxe,13,83-97;1984"
1650n	"C M :Parker;jtxe,13,83-97;1984"
1651m	"D :Reichert;carc,5,1411-1420;1984"
1651n	"D :Reichert;carc,5,1411-1420;1984"
1651o	"D :Reichert;carc,5,1411-1420;1984"
1652	"A :Tannenbaum;canr,9,403-410;1949"
1653	"B I :Carr;carc,5,1583-1590;1984"
1654	"W :Lijinsky;fctx,22,715-720;1984"
1654m	"W :Lijinsky;fctx,22,715-720;1984/1983a"
1654n	"W :Lijinsky;fctx,22,715-720;1984/1983a"
1655	"J F :Quast;faat,3,55-62;1983"
1656	"J K :Reddy;canr,29,152-161;1979"
1657	"S M :Cohen;canr,39,1207-1217;1979"
1657m	"S M :Cohen;canr,39,1207-1217;1979"
1657n	"S M :Cohen;canr,39,1207-1217;1979"
1659m	"S V :Bhide;zkko,107,169-171;1984/pers.comm."
1659n	"S V :Bhide;zkko,107,169-171;1984/pers.comm."
1661m	"S V :Bhide;clet,23,235-240;1984/pers.comm."
1661n	"S V :Bhide;clet,23,235-240;1984/pers.comm."
1662	"H :Takanashi;jfds,5,55-60;1983"
1664	"S :Angsubhakorn;ijcn,28,621-626;1981"
1665	"T J :Haley;pseb,152,156-159;1976"
1666m	"W M :Snellings;txap,75,105-117;1984/Garman 1985"
1666o	"W M :Snellings;txap,75,105-117;1984/Garman 1985"
1667	"R J :Van Ryzin;dact,3,361-379;1980"
1668	"T H :Tsai;arzn,31,955-962;1982"
1669	"J M :Faccini;txcy,21,279-290;1981"
166m	"R S :Yamamoto;txap,19,687-698;1971"
166n	"R S :Yamamoto;txap,19,687-698;1971"
1670m	"T B :Griffin;eaes,6,268-282;1982"
1670n	"T B :Griffin;eaes,6,268-282;1982"
1670o	"T B :Griffin;eaes,6,268-282;1982"
1670r	"T B :Griffin;eaes,6,268-282;1982"
1671	"T A :Jorgenson;faat,5,760-769;1985"
1672	"W :Lijinsky;canr,45,542-545;1985"
1673	"H H :Donaubauer;txap,81,443-451;1985"
1674	"A R :Sellakumar;txap,81,401-406;1985"
1675	"B :Toth;faat,2,173-176;1982/1980"
1676	"B :Toth;acnr,1,259-262;1981"
1677m	"J M :Baden;anes,56,9-13;1982"
1677n	"J M :Baden;anes,56,9-13;1982"
1678	"L :Domellof;ajsu,142,551-554;1981"
1679m	"E H :Vernot;faat,5,1050-1064;1985"
1679n	"E H :Vernot;faat,5,1050-1064;1985"
1680m	"N A :Littlefield;faat,5,902-912;1985"
1680n	"N A :Littlefield;faat,5,902-912;1985"
1680o	"N A :Littlefield;faat,5,902-912;1985"
1681	"C F :Tumasonis;eaes,9,233-240;1985"
1682	"W :Lijinsky;jnci,74,923-926;1985"
1683	"S :Takayama;gann,76,815-817;1985"
1685	"T :Kobuke;fctx,23,979-983;1985"
1686	"A :Maekawa;fctx,23,675-682;1985"
1687	"Y :Hiasa;fctx,23,619-623;1985"
1688	"K :Inai;fctx,23,575-578;1985"
1689	"B A :Diwan;jnci,75,1099-1105;1985"
169	"B :Toth;ijcn,2,413-420;1967"
1690	"B A :Diwan;jnci,74,509-516;1985"
1691	"A M :Bendele;jnci,75,733-739;1985"
1692m	"A-M :Cabrol Telle;fctx,23,1001-1009;1985"
1692n	"A-M :Cabrol Telle;fctx,23,1001-1009;1985"
1693m	"Y :Kurokawa;jnci,74,715-723;1985/pers.comm."
1695	"H H :Frankel;txap,17,462-480;1970"
1696m	"C M :Parker;faat,5,840-854;1985"
1696n	"C M :Parker;faat,5,840-854;1985"
1697	"C W :Cardin;faat,5,869-878;1985"
1698	"J F :Borzelleca;fctx,23,719-722;1985"
1699	"M :Habs;hepg,29,265-266;1982"
17	"J M :Ward;jnci,55,107-110;1975"
170	"B :Toth;ejca,5,165-171;1969"
1702	"C :Maltoni;amet,2,97-110;1981"
1703	"D :Schmahl;zkko,81,211-215;1974"
1705	"D :Schmahl;ijcn,23,706-712;1979"
1707	"W :Lijinsky;carc,6,1679-1681;1985"
1708	"A G :Smith;carc,6,631-636;1985"
1709	"K S :Kasprzak;carc,6,279-282;1985"
170a	"P S :Larson;txap,2,659-673;1960"
171	"J R M :Innes;ntis,1968/1969"
1710	"J :Styles;carc,6,21-28;1985"
1712	"K :Hiraga;gann,76,79-85;1985"
1713	"A S :Shah;zkko,109,203-207;1985"
1714	"P M :Pour;zkko,109,5-8;1985"
1715	"W :Lijinsky;zkko,109,1-4;1985"
1716m	"T :Ishioka;clet,26,277-282;1985"
1716n	"T :Ishioka;clet,26,277-282;1985"
1717m	"A :Hoos;clet,26,77-82;1985"
1717n	"A :Hoos;clet,26,77-82;1985"
1718	"E J :LaVoie;gann,76,266-271;1985/pers.comm."
1719m	"P M :Newberne;pffm,1,23-31;1973"
1719n	"P M :Newberne;pffm,1,23-31;1973"
171a	"G J :Van Esch;fctx,10,373-381;1972"
172	"J R M :Innes;ntis,1968/1969"
1721	"T :Tanaka;gann,76,570-576;1985/pers.comm."
1722	"R :Hasegawa;canr,45,1469-1473;1985/pers.comm."
1723	"W :Lijinsky;canr,45,76-79;1985"
1724m	"Y :Morishita;clet,17,347-352;1983/pers.comm."
1724n	"Y :Morishita;clet,17,347-352;1983/pers.comm."
1724o	"Y :Morishita;clet,17,347-352;1983/pers.comm."
1725	"H :Mori;bjca,52,781-783;1985"
1726	"W :Yasui;canr,45,4763-4767;1985"
1727	"P W :Wester;txcy,36,325-339;1985"
1728	"R :Heywood;txlt,26,53-58;1985"
1729	"G :Reznik;livt,44,74-83;1981"
1730m	"P :Grasso;txcy,7,327-347;1977/pers.comm."
1730n	"P :Grasso;txcy,7,327-347;1977/pers.comm."
1732	"B :Toth;onco,40,72-75;1983/1979"
1733	"H :Endo;pjpa,50,497-502;1974/pers.comm."
1734	"D :Jack;txcy,27,315-320;1983"
1734m	"C :Gopinath;enhp,73,107-113;1987/Jack 1983/pers.comm."
1736	"I :Abe;eamp,41,35-43;1984"
1737	"K P :Lee;ajpa,111,140-148;1983"
1738	"C M :Goodall;txcy,33,251-259;1984"
1740	"E :Kunze;zkko,105,38-47;1983"
1741	"B M :McManus;livt,57,78-85;1987"
1744	"Y :Kandarkar;ijmr,78,155-161;1983"
1746	"E E :McGuinness;sjge,18,189-192;1983"
1747	"A :Ito;hijm,32,99-102;1983"
1748m	"M :Saito;jjem,50,293-302;1980/Ohtsubo pers.comm."
1748n	"M :Saito;jjem,50,293-302;1980/Ohtsubo pers.comm."
1752	"S :Fukushima;onco,42,304-311;1985"
1753	"B :Flaks;apms,93,367-377;1985/pers.comm."
1754i	"R R :Miller;dact,8,1-42;1985"
1754j	"R R :Miller;dact,8,1-42;1985"
1754k	"R R :Miller;dact,8,1-42;1985"
1754m	"R R :Miller;dact,8,1-42;1985"
1754n	"R R :Miller;dact,8,1-42;1985"
1754o	"R R :Miller;dact,8,1-42;1985"
1755	"L D :Koller;txpy,13,50-57;1985"
1756	"T :Ogiso;txpy,13,257-265;1985"
1757	"R A :Woutersen;txcy,41,213-231;1986"
1759	"T :Shirai;acpj,35,35-43;1985"
175m	"G J :Van Esch;bjca,16,289-297;1962"
175n	"G J :Van Esch;bjca,16,289-297;1962"
176	"G J :Van Esch;bjca,23,765-771;1969"
1760	"W :Bi;eaes,10,281-289;1985/pers.comm."
1761	"B L :Van Durren;tcam,5,393-403;1985"
1762	"N T :Kimura;zkko,87,257-266;1976"
1765m	"R K :Hinderer;txap,82,521-531;1986/pers.comm."
1765n	"R K :Hinderer;txap,82,521-531;1986/pers.comm."
1766	"V J :Feron;ejca,18,13-31;1982/pers.comm."
1767m	"H :Ohgaki;enhp,67,129-134;1986/1991"
1768	"J E :Fitzgerald;faat,6,520-531;1986"
1769	"J M :Baden;anes,64,747-750;1986"
176a	"M G :Allmark;jphp,8,417-424;1956"
1770	"M R :Berger;smon,13,8-13;1986"
1771	"M R :Berger;clet,31,311-318;1986"
1772	"A :Cavaliere;tumo,72,125-128;1986"
1773	"I :Chu;faat,6,69-77;1986"
1774	"F :Chung;canr,46,1285-1289;1986"
1776m	"J G :Evans;carc,7,627-631;1986/pers.comm."
1776n	"J G :Evans;carc,7,627-631;1986/pers.comm."
1776o	"J G :Evans;carc,7,627-631;1986/pers.comm."
1777	"T :Fujii;fctx,24,207-211;1986"
1778	"V K :Gurkalo;bexb,101,833-837;1986"
1779	"A :Hagiwara;faat,7,376-386;1986"
1780	"R :Hasegawa;fctx,24,1295-1302;1986"
1781m	"N :Havu;dgsn,35,42-55;1986/pers.comm."
1781n	"N :Havu;dgsn,35,42-55;1986/pers.comm."
1782	"K L :Hoover;carc,7,1143-1148;1986"
1782m	"K L :Hoover;carc,7,1143-1148;1986"
1782n	"K L :Hoover;carc,7,1143-1148;1986"
1783	"K :Imaida;canr,46,6160-6164;1986"
1784	"N :Ito;jnci,77,1261-1265;1986"
1786	"T :Sakata;canr,46,3903-3906;1986"
1787m	"K A :Johnson;txap,85,154-168;1986/pers.comm."
1788	"G L :Kennedy;faat,7,106-118;1986/pers.comm."
1789	"Y :Kurokawa;enhp,69,221-235;1986"
179	"T B :Gaines;bwho,34,317-320;1966"
1790	"W :Lijinsky;zkko,112,57-60;1986"
1791	"W :Lijinsky;jnci,77,471-476;1986"
1792	"W :Lijinsky;zkko,112,221-228;1986"
1792m	"W :Lijinsky;gann,79,181-186;1988/1986"
1793	"A :Maekawa;jtxe,19,345-357;1986"
1794	"E J :McGuire;txcy,39,149-163;1986"
1795	"C J :Michejda;canr,46,2252-2256;1986/pers.comm."
1796	"H :Mori;gann,77,871-876;1986"
1797	"M :Naito;jnci,76,115-118;1986"
1798	"H :Ohgaki;carc,7,1889-1893;1986"
1799	"J F :Quast;faat,6,105-144;1986"
18	"G N :Wogan;fctx,12,681-685;1974"
180	"N V :Owen;fctx,11,649-653;1973"
1800	"R J :Salmon;carc,7,1447-1450;1986"
1801m	"D G :Serota;fctx,24,951-958;1986"
1801n	"D G :Serota;fctx,24,951-958;1986"
1801o	"D G :Serota;fctx,24,951-958;1986"
1802	"D G :Serota;fctx,24,959-963;1986"
1803	"N :Shivapurkar;carc,7,547-550;1986"
1804	"F :Stenback;jnci,76,327-333;1986"
1806	"B L :Van Duuren;enhp,69,109-117;1986"
1807	"S :Imai;jnma,37,115-127;1986"
1811	"J F :Borzelleca;fctx,25,735-737;1987"
1813m	"S S :Mirvish;jnci,78,387-393;1987/pers.comm."
1813n	"S S :Mirvish;jnci,78,387-393;1987/pers.comm."
1814m	"Y :Kurokawa;gann,78,358-364;1987/1986a"
1814n	"Y :Kurokawa;gann,78,358-364;1987/1986a"
1814o	"Y :Kurokawa;gann,78,358-364;1987/1986a"
1814r	"Y :Kurokawa;gann,78,358-364;1987/19186a"
1814s	"Y :Kurokawa;gann,78,358-364;1987/1986a"
1815	"A :Maekawa;jnci,79,577-584;1987/pers.comm."
1818	"K P :Lee;faat,9,222-235;1987/pers.comm."
1819	"A :Cavaliere;clet,37,51-58;1987"
1820m	"H :Ohgaki;carc,8,665-668;1987/Wakabayashi 1992"
1821	"W S :Bosan;carc,8,439-444;1987"
1822	"K :Fujii;nutc,9,185-193;1987"
1823	"M S :Rao;carc,8,1347-1350;1987"
1824	"R M :Elashoff;jnci,79,509-526;1987"
1825	"Y :Fujita;carc,8,527-529;1987"
1826	"C J :Grandjean;jnci,74,1043-1046;1985/pers.comm."
1827	"W :Lijinsky;jnci,76,1231-1236;1986"
1828m	"G L :Wolff;carc,8,1889-1897;1987"
1828n	"G L :Wolff;carc,8,1889-1897;1987"
1828o	"G L :Wolff;carc,8,1889-1897;1987"
1828r	"G L :Wolff;carc,8,1889-1897;1987"
1829	"P E :Owen;amih,48,407-413;1987"
1830	"C F :Kuper;fctx,26,159-167;1988"
1831	"H :Ernst;carc,8,1843-1845;1987/pers.comm."
1832	"B :Toth;acnr,6,917-920;1986"
1833	"D L :Arnold;fctx,23,779-793;1985"
1833m	"D L :Arnold;fctx,23,779-793;1985"
1833n	"D L :Arnold;fctx,23,779-793;1985"
1834	"T B :Leonard;jnci,79,1313-1319;1987/pers.comm."
1835	"K :Togei;jnci,79,1151-1158;1987"
1836	"K :Kuroda;jnci,79,1047-1051;1987"
1837	"E S :Fiala;carc,8,1947-1949;1987/pers.comm."
1838	"M R :Berger;carc,8,1635-1643;1987/pers.comm."
183m	"J L :Radomski;jnci,39,1069-1080;1967"
183n	"J L :Radomski;jnci,39,1069-1080;1967"
1840	"D C :Dodd;txpy,15,125-133;1987/pers.comm."
1841	"C D :Port;txpy,15,134-142;1987/pers.comm."
1843	"R :Truhaut;fctx,27,11-19;1989/pers.comm."
1845	"M :Hirose;gann,78,1144-1149;1987/pers.comm."
1850	"W :Lijinsky;jnci,77,941-949;1986"
1851	"Y :Kurokawa;jnci,77,977-982;1986a/1987"
1852m	"D L :Greenman;jnci,77,891-898;1986/pers.comm."
1852n	"D L :Greenman;jnci,77,891-898;1986/pers.comm."
1852o	"D L :Greenman;jnci,77,891-898;1986/pers.comm."
1852r	"D L :Greenman;jnci,77,891-898;1986/pers.comm."
1853	"W :Lijinsky;txih,3,337-345;1987/pers.comm."
1853m	"W :Lijinsky;txih,3,337-345;1987/pers.comm."
1853n	"W :Lijinsky;txih,3,337-345;1987/pers.comm."
1854	"W :Lijinsky;txih,3,413-422;1987/pers.comm."
1855	"J J :Jang;fctx,25,697-702;1987"
1857	"A :Maekawa;fctx,25,891-896;1987"
1859	"B :Toth;myco,98,83-89;1987/pers.comm."
1860m	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1860n	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1860o	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1860r	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1860s	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1860u	"C M :Burnett;fctx,25,703-707;1987/pers.comm."
1863	"R A :Woutersen;txcy,47,295-305;1987/1986/pers.comm."
1864	"W :Lijinsky;canr,47,3968-3972;1987/pers.comm."
1866	"A :Rivenson;canr,48,6912-6917;1988/pers.comm."
1867	"T :Kato;carc,9,71-73;1988/pers.comm."
1869	"J F :Borzelleca;fctx,26,189-194;1988"
1870	"V R :Markiewicz;faat,11,277-284;1988"
1871	"R :Schoental;bjca,8,458-465;1954"
1872	"H :Esumi;gann,80,1176-1178;1989/pers.comm."
1875	"R F :Walker;neag,9,291-301;1988/pers.comm."
1876	"H J :Trochimowicz;faat,11,68-75;1988"
1877	"F :Stenback;made,42,129-138;1988"
1879	"J M :Baden;anes,69,750-753;1988"
1880	"M A :Clevenger;jact,7,643-662;1988"
1881	"G T :Gallagher;jact,7,603-615;1988"
1882	"K :Inai;gann,79,49-58;1988"
1883	"R :Hasegawa;gann,79,320-328;1988/pers.comm."
1884	"W :Lijinsky;fctx,26,3-7;1988"
1886m	"W :Lijinsky;canr,48,2089-2095;1988"
1886n	"W :Lijinsky;canr,48,2089-2095;1988"
1887	"T :Maeda;jtxe,24,111-119;1988"
1888	"H :Amo;fctx,26,893-897;1988"
1889	"H :Mori;carc,9,1039-1042;1988"
188bm	"H :Shay;jnci,27,503-513;1961"
188bn	"H :Shay;jnci,27,503-513;1961"
188bo	"H :Shay;jnci,27,503-513;1961"
188br	"H :Shay;jnci,27,503-513;1961"
188bs	"H :Shay;jnci,27,503-513;1961"
188bt	"h :Shay;jnci,27,503-513;1961"
188bu	"H :Shay;jnci,27,503-513;1961"
188bv	"H :Shay;jnci,27,503-513;1961"
1890m	"K D :Nitschke;faat,11,48-59;1988/pers.comm."
1890n	"K D :Nitschke;faat,11,48-59;1988/pers.comm."
1891	"T :Mizutani;clet,39,233-237;1988"
1892	"J F :Quast;faat,11,611-625;1988"
1893	"H :Rosenkrantz;faat,11,640-651;1988/pers.comm."
1894	"H :Rosenkrantz;faat,11,626-639;1988/pers.comm."
1895m	"M S :Rao;bjca,58,46-51;1988/pers.comm."
1895n	"M S :Rao;bjca,58,46-51;1988/pers.comm."
1896	"C S :Streett;txpy,16,299-304;1988"
1897	"K :Inai;hijm,38,135-139;1989"
1898	"W :Lijinsky;txih,5,25-29;1989"
1900	"M :Hirose;carc,8,1731-1735;1987/pers.comm."
1901m	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1901n	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1901o	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1901r	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1901s	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1901u	"T :Masui;gann,77,1083-1090;1986/pers.comm."
1902m	"E A :Nera;txcy,53,251-268;1988"
1902n	"E A :Nera;txcy,53,251-268;1988"
1902o	"E A :Nera;txcy,53,251-268;1988"
1904	"S R :Koepke;canr,48,1533-1536;1988/pers.comm."
1905	"V V :Annapurna;ijbb,25,708-713;1988"
1906	"B I :Carr;bjca,57,395-402;1988"
1907	"S :Takenaka;jnci,70,367-373;1983"
1908	"H :Oldiges;txec,19,217-222;1989/Glaser 1990"
1908m	"H :Oldiges;txec,19,217-222;1989/Glaser 1990"
1908n	"H :Oldiges;txec,19,217-222;1989/Glaser 1990"
1909m	"U :Heinrich;expl,37,253-258;1989/pers.comm."
1909n	"U :Heinrich;expl,37,253-258;1989/pers.comm."
191	"A B :Russfield;txap,31,47-54;1975"
1910m	"K :Yamamoto;clet,45,221-225;1989/1996/pers.comm."
1911	"PM :Pour;clet,45,49-57;1989"
1912	"G :Reznik;acnr,1,389-392;1981"
1913m	"G J :Schieferstein;fctx,27,801-806;1989"
1913n	"G J :Schieferstein;fctx,27,801-806;1989"
1913o	"G J :Schieferstein;fctx,27,801-806;1989"
1914	"K :Yamamoto;carc,10,1607-1611;1989"
1915	"W :Lijinsky;txih,5,925-935;1989"
1915m	"W :Lijinsky;txih,5,925-935;1989"
1915n	"W :Lijinsky;txih,5,925-935;1989"
1916m	"E I :Goldenthal;irdc,399-063,;1989/pers.comm."
1916n	"E I :Goldenthal;irdc,399-063,;1989/pers.comm."
1918	"H P :Til;fctx,27,77-87;1989"
1919m	"G J :Schieferstein;jact,9,71-77;1990/pers.comm."
1919n	"G J :Schieferstein;jact,9,71-77;1990/pers.comm."
192	"E F :Stula;txap,31,159-176;1975/pers.comm."
1920	"D :Grant;fctx,27,565-571;1989"
1921	"M :Hirose;carc,10,2223-2226;1989"
1922m	"N :Ito;carc,12,1503-1506;1991/Shirai 1997/pers.comm."
1923	"K :Stitzel;txpy,17,774-781;1989"
1924m	"N A :Littlefield;fctx,27,455-463;1989/1989a/pers.comm."
1924n	"N A :Littlefield;fctx,27,455-463;1989/1989a/pers.comm."
1924o	"N A :Littlefield;fctx,27,455-463;1989/1989a/pers.comm."
1925	"L M :Anderson;canr,45,3561-3566;1985"
1926	"R A :Woutersen;japt,9,39-46;1989"
1927	"B :Ryffel;artx,5,107-141;1983/pers.comm."
1928	"S S :Hecht;carc,10,1475-1477;1989/pers.comm."
1929	"M A :Shibata;gann,82,1211-1219;1991"
192m	"E F :Stula;txap,31,159-176;1975/pers.comm."
192n	"E F :Stula;txap,31,159-176;1975/pers.comm."
1930	"S :Fukushima;carc,10,1635-1640;1989"
1931	"H R :Scherf;carc,10,1977-1981;1989/pers.comm."
1932	"A :Hagiwara;canr,51,5655-5660;1991/pers.comm."
1933	"K :Inai;gann,82,380-385;1991"
1934	"N :Ito;gann,80,317-325;1989"
1935m	"A :Ito;gann,80,419-423;1989/pers.comm."
1935n	"A :Ito;gann,80,419-423;1989/pers.comm."
1935o	"A :Ito;gann,80,419-423;1989/pers.comm."
1936m	"D L :Greenman;jtxe,29,269-278;1990/1988"
1936n	"D L :Greenman;jtxe,29,269-278;1990/1988"
1936o	"D L :Greenman;jtxe,29,269-278;1990/1988"
1936r	"D L :Greenman;jtxe,29,269-278;1990/1988"
1937	"H :Mori;carc,11,799-802;1990"
